index	ldl	gluc	tc	tg	freeze_dried	pos_bio	Löpnr	batch_bio	protein	filename	batch	tank	line	diet	Exp	date	filename9	filename10	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	tod	early_nwt	early_dich	late_nwt	late_dich	sec16b_dich	late_wt	late_inframe	late_frameshift	late_Area_total	late_wt_call	early_wt	early_inframe	early_frameshift	early_Area_total	early_wt_call	gene	qRNA	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	LocalName	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	PostCheckValid	LiverArea	NrofSpots	bld	bodyfat	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	Border_size_length	dorsal_area	lateral_area	Border_size_lat_area	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrLipids_Res1	LiverRefinedArea_Res1	NrLipids_Res2	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrLipids	intLiverRefinedArea	intldl	inttg	inttc	intgluc
AN104	34.266677	11.759283	50.635228	101.27046	0	6	104	44	21.149677	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate07_sec16b_200818_1000_e07	19	78	insH2Bfabp	CD15	SEC16B	200817	1000	e07	1	0	0	1	7	1	11	2	1	1	.9715061	1	1	.02849389	.08788227	.88362384	9581	1	0	.36779911	.63220089	2031	1	SEC16B	3	312424	8222	5757	53	13	38	1	1773988	96774	109	178	150	59	0	200818_200818_1000_e07	15	138317	925	46.993047	129.08196	1	17727	91	0	0	4671.1321	1284425.7	0	0	1.983e+09	7744.8979	17900.673	4408.3858	1633742.1	0	0	1.992e+09	7782.9187	16495.587	4627.7291	1292829.6	0	0	2.006e+09	7835.5504	17997.292	4413.9453	1673309.3	0	0	2.061e+09	8049.5661	16644.845	8/18/2020 10:52	4671.132	0	1284426	1633742	0	207.0246	20308.56	-63252.93	-5.62119	-43.23716	1.413735	-2.194323	-6.024037	-47.18665	1.850975	-2.540458	2.856714	53232.84	691.7854	-206.1854	4.51685	2.296053	101138.5	4721.029	10.55855	-22.79347	13.08867	-.8726471	-81.71687	-26614.9	-78.62592	1.633282	.4114769	.2830892	.3360381	.8629628	.7058794	.1164641	.2499428	.6848778	.3799974	.3799974	.8160462	-.3099763	.9896026	-.2584591	-1.18773	-.2052851	.7154047	.012822	.6805383	.1809456
AN105	40.898938	9.5994147	70.889319	177.2233	0	7	105	44	18.207444	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate07_sec16b_200818_1000_f07	19	78	insH2Bfabp	CD15	SEC16B	200817	1000	f07	1	0	0	1	7	1	11	2	.8602397	1	.8102173	1	1	.18978274	.03464475	.77557254	17030	1	.13976026	.13618975	.72404999	3921	1	SEC16B	3	253898	7053	5109	41	10	36	1	1637097	96686	96	186	144	68	0	200818_200818_1000_f07	193	213144	11906	53.348366	92.926452	1	28078	113	0	0	4424.8812	1382371.8	1	13	2.257e+09	8815.6438	19238.14	4442.9008	1732735	1	22	2.255e+09	8808.2897	17640.342	4443.6547	1387157	1	15	2.245e+09	8767.5883	19120.954	4460.0498	1761655.3	1	25	2.336e+09	9126.713	17890.068	8/18/2020 10:55	4424.881	13	1382372	1732735	22	305.5257	19505.26	-68462.67	14.65172	32.73961	-.752098	4.433888	15.0581	31.98245	.122184	4.658674	.8567134	-5293.161	-477.2146	-854.1854	-7.48315	-.7039474	-35752.47	4633.029	-2.441453	-14.79347	7.08867	8.127353	96.28313	48212.1	50.08253	.5646834	1.25125	1.021054	.1406355	.0577505	-.2584591	-.3033943	-.7058794	-.1239993	.1406355	.3623302	-.4067242	.0164917	.8392736	.8276041	1.157696	1.437407	1.318969	1.532822	1.818068	-.2071439
AN106	34.266677	8.3994879	32.912898	91.143411	0	8	106	44	14.505925	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate07_sec16b_200818_1000_g07	19	78	insH2Bfabp	CD15	SEC16B	200817	1000	g07	1	0	0	1	7	1	11	2			.0587775	0		.94122255	0	.05877743	5104	1						SEC16B		294260	7357	6270	43	11	40	1	2263386	106179	106	286	119	66	0	200818_200818_1000_g07	27	220847	1434	28.422083	53.164951	1	24316	51	0	0	3381.1208	1320404.1	1	34	2.234e+09	8725.5332	19436.686	3398.981	1669152.2	1	53	2.414e+09	9430.8572	18685.238	3389.9634	1324262.1	1	34	2.237e+09	8737.2891	19430.584	3401.5537	1692868.7	1	57	2.488e+09	9717.4663	18982.42	8/18/2020 11:00	3381.121	34	1320404	1669152	53	-181.3275	11076.45	84441.23	-23.30587	-53.31635	-1.957989	-2.202421	-21.87469	-50.04727	-.5337229	-1.254444	4.856713	35068.84	-173.2146	306.8146	-5.48315	.2960526	590536.6	14126.03	7.558547	85.20653	-17.91133	6.127353	-69.71687	55915.1	-120.9917	-1.578469	.7325131	.5296054	.5938214	.6437511	.1907976	.501678	-.5549229	.2160518	1.308247	.8160462	.5549229	2.133366	-.451935	.664174	-.9475207	1.693494	.7154047	-.1479871	-.3670858	-.4413297
AN107	30.950547	5.2796781	55.698751	164.56449	0	9	107	44	18.302355	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate07_sec16b_200818_1000_h07	19	78	insH2Bfabp	CD15	SEC16B	200817	1000	h07	1	0	0	1	7	1	11	2	.2587599		.0577665	0		.9422335	.03534964	.02241684	22037	1	.74124016	0	.25875984	10160	1	SEC16B		189033	6518	5730	36	9	29	1	1300996	68714	78	187	158	44	0	200818_200818_1000_h07	201	227541	13682	65.062122	93.383507	1	27585	97	0	1	4002.2359	1529425.7	1	26	2.664e+09	10406.174	21144.252	4012.4528	1867855.8	1	39	2.825e+09	11036.319	20170.142	3994.9172	1518689	1	24	2.640e+09	10313.593	21077.342	4006.2653	1854188.2	1	38	2.764e+09	10798.112	19903.331	8/18/2020 11:09	4002.236	26	1529426	1867856	39	227.6324	125988.9	107298	-.5011992	20.12866	-5.083763	-5.5226	-.1741875	19.1891	-4.224822	-5.355102	-6.143287	-70158.16	-1012.215	-233.1854	-12.48315	-1.703947	-371853.5	-23338.97	-20.44145	-13.79347	21.08867	-15.87265	104.2831	62609.1	48.59865	-.6935702	2.168502	2.746467	-.6848778	-1.199681	-.8871465	.0830965	-1.182917	-.4610861	-.4887764	-.9630423	-1.270385	.1073974	1.234262	-1.507905	1.218875	1.760558	.3680707	1.367861	.9794337	-1.075723
AN132	56.374211	7.9195172	86.079888	222.795	0	34	132	44	16.783783	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate08_sec16b_200818_1330_a12	19	78	insH2Bfabp	CD15	SEC16B	200817	1330	a12	1	0	0	1	8	1	11	5.5	.0926808	0									.90731919	0	.09268081	2309	1	SEC16B		295316	7031	4312	49	11	42	1	2249936	109406	109	212	165	55	0	200818_200818_1330_a12	176	258963	13213	78.317223	133.01056	1	33783	42	67.85928	1	3730.3209	1462553.1	1	32	2.498e+09	9757.7762	20425.896	3745.1516	1830262.5	1	49	2.621e+09	10238.693	19288.502	3739.5135	1463629.8	1	30	2.479e+09	9682.9068	20312.289	3751.0084	1807861.9	1	48	2.621e+09	10239.862	19367.495	8/18/2020 1:28	3730.321	32	1462553	1830263	49	114.8339	65738.02	105759.6	30.3505	78.9574	-2.593032	19.79985	30.45355	78.70866	-1.523493	19.7937	6.856713	36124.84	-499.2146	-1651.185	.5168501	.2960526	577086.6	17353.03	10.55855	11.20653	28.08867	-4.872647	79.28313	94031.09	2.899714	-1.100569	2.031852	2.168502	.7708607	.664174	-.3099763	-1.162498	-.024739	.2160518	1.270385	.9896026	.8160462	.6848778	1.482686	-.6437511	1.021054	2.364134	2.272159	2.099128	2.489627	-.5280914
AN133	48.636574	8.8794586	58.230512	162.03273	0	35	133	44	19.536194	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate08_sec16b_200818_1330_b12	19	78	insH2Bfabp	CD15	SEC16B	200817	1330	b12	1	0	0	1	8	1	11	5.5	1	1	.9058923	1	1	.09410773	.09249245	.81339979	28478	1	0	.30970315	.69029685	2257	1	SEC16B	3	272656	7369	4362	43	8	37	1	1574933	100992	93	204	156	66	0	200818_200818_1330_b12	273	227651	15190	80.164515	122.93678	1	31685	198	4.241205	1	4572.346	1274945.1	1	17	2.012e+09	7860.0553	18092.573	4435.4934	1679081.4	0	0	2.142e+09	8367.7911	17157.718	4574.8178	1258855	1	15	1.990e+09	7774.2109	18044.525	4442.7292	1681743.2	0	0	2.163e+09	8448.398	17244.007	8/18/2020 1:33	4572.346	17	1274945	1679081	0	559.0682	-191934.4	33596.45	2.519949	18.21905	-1.639055	12.05816	1.815268	14.90831	-.9795449	11.48091	1.856713	13464.84	-161.2146	-1601.185	-5.48315	-2.703947	-97916.47	8939.029	-5.441453	3.206526	19.08867	6.127353	176.2831	62719.1	120.5262	1.18773	.3067468	.6004704	.2499428	.3099763	.2244998	-1.069669	-.5549229	-.8276041	.0412391	.4887764	-.6036857	.5453304	1.134514	.664174	2.031852	1.836626	1.851466	1.320402	1.13039	-.323715
AN134	34.266677	6.9595757	48.103467	108.86574	0	36	134	44	18.871819	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate08_sec16b_200818_1330_c12	19	78	insH2Bfabp	CD15	SEC16B	200817	1330	c12	1	0	0	1	8	1	11	5.5	1	1	.8639275	1	1	.13607252	.13272244	.73120505	10149	1	0	1	0	123	1	SEC16B	3	429417	12269	16806	40	10	35	1	1863994	103087	115	176	154	65	0	200818_200818_1330_c12	98	135844	5778	55.820599	94.194196	1	18865	38	3.392964	0	4532.1686	1149962.8	0	0	1.738e+09	6788.7006	16700.152	4405.3998	1525896.6	0	0	1.793e+09	7003.3329	15469.242	4518.7894	1171137.1	0	0	1.757e+09	6863.8121	16734.467	4289.8571	1513873.9	0	0	1.813e+09	7080.8171	15594.933	8/18/2020 1:38	4532.168	0	1149963	1525897	0	68.0607	-68320.48	-98638.39	-7.588274	-34.92401	-3.564902	-2.315785	-8.130516	-37.54416	-2.807179	-2.778931	-.1432866	170225.8	4738.785	10842.81	-8.48315	-.7039474	191144.5	11034.03	16.55855	-24.79347	17.08867	5.127353	1.283133	-29087.9	6.00314	.9475207	-.4951674	-.3950973	-.0082456	2.331313	1.994911	2.715253	-.793251	-.1239993	.5262936	.6036857	1.182917	-.3360381	1.103669	.5074458	.2830892	-.2517881	.7154047	.2394693	.5302942	-.6866431
AN135	35.372054	15.359064	55.698751	121.52455	0	37	135	44	21.054766	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate08_sec16b_200818_1330_d12	19	78	insH2Bfabp	CD15	SEC16B	200817	1330	d12	1	0	0	1	8	1	11	5.5	1	1	1	1	1	0	.10390233	.89609766	20885	0	0	0	1	1991	1	SEC16B	3	204597	6018	7132	53	15	34	1	1316465	70603	105	137	128	64	0	200818_200818_1330_d12	15	95606	508	44.753426	57.904454	1	19505	39	0	1	4244.7682	1274945.1	1	3	1.937e+09	7567.9049	17543.506	4225.0615	1656651	0	0	2.000e+09	7812.2487	16424.086	4248.3142	1278533.9	1	10	1.947e+09	7607.1969	17589.591	4204.6117	1660538.9	0	0	2.046e+09	7991.0466	16593.035	8/18/2020 1:48	4244.768	3	1274945	1656651	0	-139.7815	109922.5	181975.4	.0258325	-22.24127	4.828621	-1.214458	-1.162447	-27.29799	5.261023	-2.134508	-1.143287	-54594.16	-1512.215	1168.815	4.51685	4.296052	-356384.5	-21449.97	6.558547	-63.79347	-8.91133	4.127353	-81.71687	-69325.91	-50.49047	-.0680031	.3067468	.4279676	-.1489679	-.8392736	-1.270385	.7883986	.2499428	1.21679	-.4156972	-.9118606	.4702759	-1.390182	0	.3623302	-1.18773	-.8787846	.8234425	.5229299	.9794337	.8279615
AN136	33.161301	7.1995611	60.762274	164.56449	0	38	136	44	15.455032	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate08_sec16b_200818_1330_e12	19	78	insH2Bfabp	CD15	SEC16B	200817	1330	e12	1	0	0	1	8	1	11	5.5	.1125654	0	.0302989	0	0	.96970105	0	.03029892	14753	1	.88743456	0	.11256545	1146	1	SEC16B	1	261912	6892	5063	47	9	38	1	1936408	112576	104	265	126	53	0	200818_200818_1330_e12	59	169747	2915	55.219235	110.04028	1	20448	69		0	4141.6927	1300545.7	1	19	2.263e+09	8838.3916	19908.262	4124.7465	1676060.8	1	31	2.382e+09	9305.7588	18572.815	4138.8033	1294474.5	1	15	2.238e+09	8741.8721	19785.851	4130.6588	1678363.6	1	27	2.402e+09	9381.2468	18650.602	8/18/2020 1:53	4141.693	19	1300546	1676061	31	181.4536	-51981	-72630.51	5.108178	20.8226	-3.336846	-3.42926	5.483696	21.87689	-2.072103	-3.245443	2.856714	2720.839	-638.2146	-900.1854	-1.48315	-1.703947	263558.5	20523.03	5.558547	64.20653	-10.91133	-6.872647	-37.71687	4815.097	-55.33013	-.378823	.5824836	.5470603	.3360381	.1740297	-.4887764	-.3559816	-.1992013	-.4610861	.7271971	1.199681	.3535393	1.796793	-.0494931	-.8871465	-.2988425	.4951674	.5958401	1.367861	1.247331	-.6425551
AN137	32.055924	4.559722	55.698751	189.88211	0	39	137	44	5.774136	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate08_sec16b_200818_1330_f12	19	78	insH2Bfabp	CD15	SEC16B	200817	1330	f12	1	0	0	1	8	1	11	5.5	1	1	.9198449	1	1	.0801551	.0589355	.8609094	14185	1	0	.21466198	.78533802	2278	1	SEC16B	3	273669	7017	5854	43	10	39	1	2322376	113148	110	219	195	50	0	200818_200818_1330_f12	173	186057	12436	29.19736	49.783133	1	22825	43	0	0	4528.868	1258855	0	0	2.044e+09	7985.9944	18487.763	4310.6275	1642744.1	0	0	2.247e+09	8779.0842	17910.454	4561.2031	1262533.6	0	0	2.053e+09	8020.9702	18534.562	4289.0378	1662841.8	0	0	2.320e+09	9061.6641	18154.529	8/18/2020 2:00	4528.868	0	1258855	1642744	0	64.76041	41660.29	19929.99	.0634776	46.16414	-5.982649	-4.538685	3.161611	57.81173	-3.278498	-2.432548	3.856714	14477.84	-513.2146	-109.1854	-5.48315	-.7039474	649526.6	21095.03	11.55855	18.20653	58.08867	-9.872647	76.28313	21125.1	47.92582	.9012228	.174534	.3465683	.4610861	.3447755	-.3273264	.2516333	-.5549229	-.1239993	1.434899	1.234262	.8871465	.8749908	2.717438	-1.059277	.9357584	.8567804	.4806444	1.711675	.9794337	-1.318969
AN138	28.739794	11.039327	58.230512	169.62801	0	40	138	44	13.93646	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate08_sec16b_200818_1330_g12	19	78	insH2Bfabp	CD15	SEC16B	200817	1330	g12	1	0	0	1	8	1	11	5.5	.4003984		0	0		1	0	0	10983	1	.59960159	0	.40039841	502	1	SEC16B		307233	6401	4816	48	13	48	1	2358234	121858	112	225	157	62	0	200818_200818_1330_g12	100	161773	5694	86.73962	122.36945	1	19641	80	0	0	4146.6146	1340591.4	1	17	2.169e+09	8473.395	18863.879	4120.2377	1796048.6	1	36	2.325e+09	9082.7065	17715.913	4120.2377	1338168.9	1	18	2.162e+09	8446.1369	18823.187	4125.3555	1712876.6	1	31	2.305e+09	9004.6447	17884.961	8/18/2020 2:04	4146.615	17	1340591	1796049	36	133.3367	14128.99	-8073.927	2.614062	25.93398	.4909916	-7.858864	3.368356	28.57794	1.980397	-7.408761	12.85671	48041.84	-1129.215	-1147.185	-.4831499	2.296053	685384.6	29805.03	13.55855	24.20653	20.08867	2.127353	3.283133	-3158.903	-9.077332	-.3465683	.8351834	1.760558	1.368829	.7488504	-1.01688	-.6182299	-.1156944	.6848778	1.534121	1.719484	1.01688	1.059277	1.182917	.1323128	.338562	.2988425	.1289011	1.436377	1.13039	.009641
AN131	27.634417	17.518932	58.230512	172.15978	0	33	131	44	19.251462	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate08_sec16b_200818_1330_h11	19	78	insH2Bfabp	CD15	SEC16B	200817	1330	h11	1	0	0	1	8	1	11	5.5	.3326087		.0320927	0		.96790731	0	.03209267	15798	1	.6673913	.01007905	.32252964	10120	1	SEC16B		356090	7419	7198	36	9	48	1	2515046	119565	126	196	170	62	0	200818_200818_1330_h11	17	117768	626	60.262114	63.754366	1	18565	34	11.02713	1	4332.9207	1332725.8	1	12	2.108e+09	8233.0963	18498.692	4354.9418	1740002.4	1	19	2.167e+09	8464.9402	17147.736	4336.7705	1339365.2	1	13	2.111e+09	8244.4797	18511.457	4349.4753	1758066.4	1	17	2.220e+09	8672.8249	17293.914	8/18/2020 1:23	4332.921	12	1332726	1740003	19	187.0459	14033.97	18474.77	2.482304	28.29824	7.012347	-8.9359	1.910882	25.37838	7.715434	-9.417798	12.85671	96898.84	-111.2146	1234.815	-12.48315	-1.703947	842196.6	27512.03	27.55855	-4.793474	33.08867	2.127353	-79.71687	-47163.9	-63.08947	.2207319	.7524055	1.100569	1.368829	1.482686	.2755487	.858297	-1.182917	-.4610861	2.133366	1.589968	1.796793	.3360381	1.619856	.1323128	-1.100569	-.5646834	.0032136	1.482876	1.13039	1.288891
AN155	38.688184	16.07902	63.294035	194.94563	0	8	155	45	21.52932	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate09_sec16b_200818_1530_h09	19	78	insH2Bfabp	CD15	SEC16B	200817	1530	h09	1	0	0	1	9	1	11	7.5	1	1	1	1	1	0	.33909309	.66090691	20024	0	0	.15098643	.84901357	8769	1	SEC16B	3															200818_200818_1530_h09	84	200152	3870	64.270744	105.36662	1	24534	71	18.6613	1	3994.7188	1312508.5	1	18	2.105e+09	8223.0278	18569.038	3992.1313	1691552.7	1	30	2.166e+09	8460.7356	17324.009	3988.0726	1308112.2	1	19	2.083e+09	8136.6924	18456.918	3997.039	1703037.1	1	32	2.235e+09	8728.7187	17580.038	8/18/2020 3:29	3994.719	18	1312509	1691553	30	7.96011	22301.5	30071.31	21.18872	80.51984	7.055933	10.08309	18.12368	75.01788	6.859867	9.941906													-12.71687	35220.1	-50.35912	-.7129065	.6935702	.7325131													.0680031	1.128672	1.128819	1.785571	1.367861	.9986821
AN156	34.266677	11.519298	55.698751	156.96921	0	9	156	45	22.73808	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate10_sec16b_200818_1530_a11	19	78	insH2Bfabp	CD15	SEC16B	200817	1530	a11	1	0	0	1	10	1	11	7.5	1	1	1	1	1	0	.18939394	.81060606	25608	0	0	0	1	1384	1	SEC16B	3	199666	7395	4098	57	11	27	1	1135982	68763	89	143	118	71	0	200818_200818_1530_a11	50	191510	3543	55.963143	121.92167	1	22738	44	29.68843	1	4118.4916	1275184.3	1	16	2.018e+09	7883.8679	18120.305	4150.248	1656112.7	1	21	2.084e+09	8140.4805	16963.164	4140.7683	1290078.1	1	15	2.029e+09	7924.4019	18137.857	4155.4476	1681593.6	1	25	2.179e+09	8512.7686	17304.795	8/18/2020 3:32	4118.492	16	1275184	1656113	21	78.69427	-28158.51	25248.93	13.61226	42.56735	2.490247	5.657529	10.17779	35.69875	2.113768	5.254814	-8.143287	-59525.16	-135.2146	-1865.185	8.51685	.2960526	-536867.4	-23289.97	-9.441453	-57.79347	-18.91133	11.12735	-46.71687	26578.1	-78.66629	-.4445756	.3465683	.4114769	-.9244287	-.9630423	.2414446	-1.386603	.4702759	.2160518	-.8629628	-.9371445	-.793251	-1.199681	-.5549229	1.199681	-.4697212	.9475207	.7154047	1.180374	.9794337	.1289011
AN157	30.950547	14.639107	50.635228	129.11983	0	10	157	45	19.154666	InsH2Bfabp_CD15_11dpf_vast01_tank06_plate10_sec16b_200818_1530_b11	19	78	insH2Bfabp	CD15	SEC16B	200817	1530	b11	1	0	0	1	10	1	11	7.5	1	1	1	1	1	0	.43291357	.56708646	15167	0	0	.92708333	.07291667	3264	1	SEC16B	3	249812	6405	5651	42	10	39	1	1639054	82846	112	167	126	62	0	200818_200818_1530_b11	168	165402	9840	49.410179	73.652241	1	22899	164	0	0	4239.6923	1287506.1	1	13	1.968e+09	7689.0509	17682.052	4277.6953	1657907.1	1	17	2.015e+09	7872.107	16488.792	4282.6214	1279580.7	1	12	1.940e+09	7577.9515	17543.948	4284.0423	1664576.4	1	14	2.078e+09	8118.9271	16732.03	8/18/2020 3:41	4239.692	13	1287506	1657907	17	120.3368	-14280.44	6137.565	8.567557	14.74191	5.604092	2.337351	6.124371	11.76983	5.760029	2.63414	3.856714	-9379.161	-1125.215	-312.1854	-6.48315	-.7039474	-33795.47	-9206.971	13.55855	-33.79347	-10.91133	2.127353	71.28313	470.0966	56.5321	-.0831466	.4781687	.4613071	.4610861	-.0577505	-.9896026	.0166009	-.63364	-.1239993	.1573107	-.1824072	1.01688	-.5938214	-.0494931	.1323128	.8787846	.4279676	.3680707	.672479	.6805383	.6704608
AN158	28.739794	12.95921	48.103467	139.24688	0	11	158	45		InsH2Bfabp_CD15_11dpf_vast01_tank06_plate10_sec16b_200818_1530_c11	19	78	insH2Bfabp	CD15	SEC16B	200817	1530	c11	1	0	0	1	10	1	11	7.5	1	1	1	1	1	0	.08419035	.91580963	28685	0	0	.19670946	.80329054	5531	1	SEC16B	3	317773	7566	5240	52	10	42	1	1902822	100402	91	277	143	65	0	200818_200818_1530_c11	40	178823	2201	48.967375	94.984018	1	21488	52	16.11658	1	3700.2752	1266810.3	1	23	2.025e+09	7908.9396	18240.357	3734.2433	1614422	1	36	2.130e+09	8320.0085	17325.555	3725.5195	1277995.6	1	22	2.034e+09	7947.0252	18263.443	3751.419	1646422.7	1	35	2.217e+09	8661.4555	17615.476	8/18/2020 3:46	3700.275	23	1266810	1614422	36	-153.8865	4499.27	43034.68	6.054619	24.89288	3.91823	.1225484					6.856713	58581.84	35.7854	-723.1854	3.51685	-.7039474	229972.5	8349.029	-7.441453	76.20653	6.08867	5.127353	-56.71687	13891.1	-80.30885	-1.157696	.2207319	.0528752	.7708607	.9630423	.3273264	-.2175053	.1824072	-.1239993	.664174	.451935	-.7164975	1.886627	.7271971	.5074458	-.5824836	.7524055	.1289011	.8853663	.5302942	.4307273
AN159	22.107534	10.559356	25.317614	53.166989	0	12	159	45		InsH2Bfabp_CD15_11dpf_vast01_tank06_plate10_sec16b_200818_1530_d11	19	78	insH2Bfabp	CD15	SEC16B	200817	1530	d11	1	0	0	1	10	1	11	7.5	1	1	1	1	1	0	.04618433	.9538157	14637	0	0	0	1	4594	1	SEC16B	3	280593	5846	5398	49	11	48	1	1508766	102115	91	194	138	69	0	200818_200818_1530_d11	53	140757	2911	69.369307	157.53528	1	15295	36	5.937687	1	3752.7143	1133663.3	1	17	1.702e+09	6646.8081	16463.618	3760.8542	1464168.1	1	23	1.741e+09	6799.8609	15311.529	3754.256	1129117.4	1	17	1.671e+09	6528.6833	16280.273	3760.8542	1482291.9	1	28	1.809e+09	7068.2464	15599.169	8/18/2020 3:49	3752.714	17	1133663	1464168	23	-260.5637	-62880.59	2886.065	-16.71241	-61.16308	1.512412	-6.513761					12.85671	21401.84	-1684.215	-565.1854	.5168501	.2960526	-164083.5	10062.03	-7.441453	-6.793474	1.08867	9.127353	-43.71687	-24174.9	-42.23325	-1.073309	-.5646834	-.6744897	1.368829	.3977839	-1.534121	-.1164641	-.024739	.2160518	-.0742776	.5262936	-.7164975	.3013365	.5074458	.9630423	-.4032736	-.1287059	-.6785297	-.7985482	-.829804	-.0675375
AN160	36.477431	13.199195	50.635228	118.99279	0	13	160	45		InsH2Bfabp_CD15_11dpf_vast01_tank06_plate10_sec16b_200818_1530_e11	19	78	insH2Bfabp	CD15	SEC16B	200817	1530	e11	1	0	0	1	10	1	11	7.5	1	1	.879967	1	1	.12003297	.26793075	.61203629	18195	1	0	.56075316	.43924684	3399	1	SEC16B	3	391595	6527	5682	66	17	60	1	2479425	136842	115	259	137	67	0	200818_200818_1530_e11	9	90965	529	56.482805	139.39305	1	22489	34	0	1	2874.0922	1207803.3	1	37	2.013e+09	7862.15	18496.938	2914.0639	1462433.5	1	77	2.124e+09	8295.4608	17821.706	2907.3852	1227093.5	1	38	2.042e+09	7978.3035	18601.435	2928.3203	1450500.5	1	80	2.152e+09	8405.2971	18039.589	8/18/2020 3:53	2874.092	37	1207803	1462434	77	-608.7979	24175.4	-111648.6	8.624025	4.686646	4.146287	7.852088					24.85671	132403.8	-1003.215	-281.1854	17.51685	6.296052	806575.6	44789.03	16.55855	58.20653	.0886697	7.127353	-87.71687	-73966.91	-53.43326	-2.031852	-.2207319	-.6935702	2.717438	1.994911	-.8629628	.0664496	1.103669	1.684395	1.796793	2.331313	1.182917	1.684395	.4610861	.7708607	-1.458952	-1.046824	.9222268	.4542952	.6805383	.4842547
AN111	32.055924	5.2796781	60.762274	169.62801	0	13	111	44	22.383517	InsH2Bfabp_CD15_11dpf_vast01_tank07_plate07_sec16b_200818_1100_d08	19	79	insH2Bfabp	CD15	SEC16B	200817	1100	d08	1	0	0	1	7	1	11	3	1	1	.982879	1	1	.01712094	.17445099	.80842805	21903	1	0	.49012567	.50987433	1114	1	SEC16B	3	200781	7171	5789	40	8	28	1	1331371	74950	99	191	121	54	0	200818_200818_1100_d08	174	203028	10426	90.098015	138.07999	1	25434	61	47.5015	0	4457.7861	1290915.5	1	11	2.133e+09	8332.0134	19002.59	4474.9114	1683178.7	1	9	2.236e+09	8733.0288	17788.227	4480.5219	1297016.6	1	10	2.128e+09	8313.7939	18926.075	4481.1626	1697982.8	1	11	2.275e+09	8888.014	17873.932	8/18/2020 11:32	4457.786	11	1290916	1683179	9	305.6995	-47454.27	880.0177	4.791477	24.4679	-2.631859	-2.804827	4.548808	24.87849	-3.755699	-2.753267	-6.770269	-53389.3	-369.8642	-174.1854	-9.852216	-2.703947	-174520	-9757.836	2.066015	7.53641	-6.102814	-5.241445	77.28313	54280.83	37.74634	.6935702	.5123105	.6370437	-.8045964	-.9118606	-.1073974	.1667717	-.793251	-.8276041	-.3623302	-.4702759	-.1992013	.2414446	-.3360381	-.7708607	.9836224	1.157696	.4806444	1.436377	1.247331	-1.075723
